coupon_title_key,coupon_code_key,coupon_title_example,coupon_code_example,paid_registrations,channel_name,channel_type,alias_reason,reviewed
DANILO100,WMNTXBKD,DANILO100,WMNTXBKD,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,WYMQNK3L,DANILO100,WYMQNK3L,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,X1MGZ7LE,DANILO100,X1MGZ7LE,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,X5JFA41F,DANILO100,X5JFA41F,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,X7AX6AC6,DANILO100,X7AX6AC6,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,XPECTIX5,DANILO100,XPECTIX5,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,XRDI1Y5P,DANILO100,XRDI1Y5P,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,Y5C63U6Q,DANILO100,Y5C63U6Q,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,Y7J5KQI8,DANILO100,Y7J5KQI8,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,YJI2BZ1F,DANILO100,YJI2BZ1F,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,YMGJQ2QP,DANILO100,YMGJQ2QP,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,YZGGGB8X,DANILO100,YZGGGB8X,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,Z2G7RXRQ,DANILO100,Z2G7RXRQ,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,ZFM313LF,DANILO100,ZFM313LF,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,ZLJSMLJ8,DANILO100,ZLJSMLJ8,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DANILO100,ZR69TPB1,DANILO100,ZR69TPB1,1,DANILO100,cortesia,códigos individuais consolidados pelo mesmo título exato de cupom,True
DSPERFORMANCE,DSPERFORMANCE,DSPERFORMANCE,DSPERFORMANCE,9,DSPERFORMANCE,outro,identidade exata de título e código revisada,True
EDUCATIVE2026,EDUCATIVE2026,EDUCATIVE2026,EDUCATIVE2026,2,EDUCATIVE2026,outro,identidade exata de título e código revisada,True
ELASVAODETENIS,ELASVAODETENIS,ELASVAODETENIS,ELASVAODETENIS,11,ELASVAODETENIS,outro,identidade exata de título e código revisada,True
EQUIPEGENTILGOULARTE,EQUIPEGENTILGOULARTE12,EQUIPEGENTILGOULARTE,EQUIPEGENTILGOULARTE12,13,EQUIPEGENTILGOULARTE,outro,identidade exata de título e código revisada,True
F2 ASSESSORIA ESPORTIVA,SOUF212,F2 assessoria esportiva,souf212,11,F2 assessoria esportiva,assessoria,identidade exata de título e código revisada,True
FABRICIO FLORES INFLUENCIADOR,FAFAFLORES10,Fábricio Flores (Influenciador),FAFAFLORES10,3,Fábricio Flores,influenciador,identidade exata de título e código revisada,True
FAMILYRUNNERS,FAMILYRUNNERS,Familyrunners,Familyrunners,4,Familyrunners,comunidade,identidade exata de título e código revisada,True
FE QUINT INFLUENCIADORA 10 10 CASHBACK,FEQUINT,Fe Quint (Influenciadora - 10% + 10% cashback),FEQUINT,5,Fe Quint,influenciador,identidade exata de título e código revisada,True
FIBRASPORTS10,FIBRASPORTS10,FIBRASPORTS10,FIBRASPORTS10,13,FIBRASPORTS10,comunidade,identidade exata de título e código revisada,True
FISIORUNACTVITTA,FISIORUNACTVITTA,FisiorunActvitta,FisiorunActvitta,15,FisiorunActvitta,outro,identidade exata de título e código revisada,True
FLOW ASSESSORIA ESPORTIVA,FLOW2025,FLOW ASSESSORIA ESPORTIVA,FLOW2025,1,FLOW ASSESSORIA ESPORTIVA,assessoria,identidade exata de título e código revisada,True
FOCO RADICAL PARCEIRO,FOCO10,Foco Radical (Parceiro),FOCO10,4,Foco Radical,parceiro,identidade exata de título e código revisada,True
FORMACCO12,FORMACCO12,Formacco12,Formacco12,7,Formacco12,outro,identidade exata de título e código revisada,True
GABRIELA ZAMARCHI INFLUENCIDORA 5 DE CASHBACK,NUTRIGABIZAMARCHI,Gabriela Zamarchi (Influencidora - 5% de cashback),NUTRIGABIZAMARCHI,4,Gabriela Zamarchi,influenciador,identidade exata de título e código revisada,True
GABYLAURENTINO INFLU X 10 CASHBACK,GABYLAURENTINO,GABYLAURENTINO (Influ x 10% cashback),GABYLAURENTINO,89,GABYLAURENTINO,influenciador,identidade exata de título e código revisada,True
GDASSESSORIA,GDASSESSORIA,GDASSESSORIA,GDASSESSORIA,4,GDASSESSORIA,assessoria,identidade exata de título e código revisada,True
GMF,2DQEF9BK,GMF,2DQEF9BK,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,3VV87GXN,GMF,3VV87GXN,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,4XLQ3NAF,GMF,4XLQ3NAF,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,5WPXY74Y,GMF,5WPXY74Y,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,7GKAML2T,GMF,7GKAML2T,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,9HE1EC85,GMF,9HE1EC85,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,CZCJYAZI,GMF,CZCJYAZI,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,D243UHCA,GMF,D243UHCA,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,EJ9WLPXD,GMF,EJ9WLPXD,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,HKVD769Z,GMF,HKVD769Z,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,J6RPUK8U,GMF,J6RPUK8U,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,MNQ9EIZ8,GMF,MNQ9EIZ8,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,PPJZ796J,GMF,PPJZ796J,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,R9FBUN4E,GMF,R9FBUN4E,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,S7HIR8XX,GMF,S7HIR8XX,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,T992MEAP,GMF,T992MEAP,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,WS7L7D24,GMF,WS7L7D24,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,YC4XURZX,GMF,YC4XURZX,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GMF,ZDWNMI69,GMF,ZDWNMI69,1,GMF,outro,códigos individuais consolidados pelo mesmo título exato de cupom,True
GO ASSESSORIA ESPORTIVA,GO12,GO+ Assessoria Esportiva,GO12,3,GO+ Assessoria Esportiva,assessoria,identidade exata de título e código revisada,True
GPA2026,GPA2026,GPA2026,GPA2026,47,GPA2026,outro,identidade exata de título e código revisada,True
GPA2026 100,GPA2026 100,GPA2026_100,GPA2026_100,1,GPA2026,outro,variante 100% ou nome operacional consolidado ao mesmo canal pelo nome/código base,True
GRUPO EU10 CORRIDAS,EU10CORRIDAS,Grupo Eu10 corridas,EU10CORRIDAS,5,Grupo Eu10 corridas,comunidade,identidade exata de título e código revisada,True
GRUPOSTC10,GRUPOSTC10,GRUPOSTC10,GRUPOSTC10,46,GRUPOSTC10,outro,identidade exata de título e código revisada,True
HUNI BR 15 ACAO,HUNI15,Huni BR (15%) - Ação,HUNI15,30,Huni BR (15%) - Ação,evento_acao,identidade exata de título e código revisada,True
INSANOS,INSANOS,INSANOS,INSANOS,19,INSANOS,outro,identidade exata de título e código revisada,True
INSPIRERUN,INSPIRERUN,INSPIRERUN,INSPIRERUN,3,INSPIRERUN,comunidade,identidade exata de título e código revisada,True
IRONMIND,IRONMIND,IRONMIND,IRONMIND,2,IRONMIND,outro,identidade exata de título e código revisada,True
ISIS BERTOLDI INFLU X 10 CASHBACK,ISIS,ISIS BERTOLDI (Influ x 10% cashback),ISIS,51,ISIS BERTOLDI,influenciador,identidade exata de título e código revisada,True
JEVERRUNNING2026,JEVERRUNNING2026,Jeverrunning2026,Jeverrunning2026,7,Jeverrunning2026,comunidade,identidade exata de título e código revisada,True
JURANDYR COUTO,PODERDAMENTE,Jurandyr Couto,PODERDAMENTE,7,Jurandyr Couto,outro,identidade exata de título e código revisada,True
JUST RUN,JUSTRUN,Just Run,JUSTRUN,41,Just Run,comunidade,identidade exata de título e código revisada,True
JUSTRUN,JUSTRUN 100,JUSTRUN,JUSTRUN_100,1,Just Run,comunidade,variante 100% ou nome operacional consolidado ao mesmo canal pelo nome/código base,True
KARLA RUNNING IN FLORIPA INFLU X CASHBACK,RUN10,KARLA RUNNING IN FLORIPA  (Influ x cashback),RUN10,90,KARLA RUNNING IN FLORIPA,influenciador,identidade exata de título e código revisada,True
KAUE TURISMO,KAUEFLORIPA2026,KAUÊ TURISMO,KAUEFLORIPA2026,97,KAUÊ TURISMO,parceiro,identidade exata de título e código revisada,True
LAP2026,LAP2026,LAP2026,LAP2026,8,LAP2026,outro,identidade exata de título e código revisada,True
LAPRUN,LAPRUNFLORIPA2026,Laprun,laprunfloripa2026,20,Laprun,comunidade,identidade exata de título e código revisada,True
LEANDRO PRICOLLI INFLUENCIADOR,PRICOLI10,Leandro Pricolli (Influenciador),PRICOLI10,326,Leandro Pricolli,influenciador,identidade exata de título e código revisada,True
LIVE PATROCINADOR,LIVE20,LIVE! (Patrocinador),LIVE20,1,LIVE!,parceiro,identidade exata de título e código revisada,True
LLRUN2026,LLRUN2026,LLRUN2026,LLRUN2026,8,LLRUN2026,outro,identidade exata de título e código revisada,True
LOBOSDASERRA2025,LOBOSDASERRA2025,Lobosdaserra2025,Lobosdaserra2025,8,Lobosdaserra2025,outro,identidade exata de título e código revisada,True
LOUCAS E LOUCOS POR CORRIDAS,LOUCASELOUCOS12,Loucas e Loucos por Corridas,LOUCASELOUCOS12,24,Loucas e Loucos por Corridas,comunidade,identidade exata de título e código revisada,True
LOUCASELOUCOS12 100,LOUCASELOUCOS12 100,LOUCASELOUCOS12_100,LOUCASELOUCOS12_100,1,Loucas e Loucos por Corridas,comunidade,variante 100% ou nome operacional consolidado ao mesmo canal pelo nome/código base,True
LOUCOS NA PISTA,LOUCOSNAPISTA,Loucos na Pista,LOUCOSNAPISTA,19,Loucos na Pista,outro,identidade exata de título e código revisada,True
LP LIKE A PRO,12LIKEAPRO,LP LIKE A PRO,12LIKEAPRO,32,LP Like a Pro,comunidade,variante 100% ou nome operacional consolidado ao mesmo canal pelo nome/código base,True
LUAN MEDEIROS INFLUENCIADOR DOMI,LUAN,Luan Medeiros (Influenciador - Domi),LUAN,3,Luan Medeiros,influenciador,identidade exata de título e código revisada,True
LUNARDELLI CAPITAL DA FE RUNNING,CAPITALDAFE,Lunardelli Capital da Fe Running,Capitaldafé,10,Lunardelli Capital da Fe Running,comunidade,identidade exata de título e código revisada,True
MA12,MA12,MA12,MA12,9,MA12,outro,identidade exata de título e código revisada,True
MANIADECORRIDA INFLU X ESPACO EXPO,MANIADECORRIDA,MANIADECORRIDA (Influ x espaço Expo),MANIADECORRIDA,491,MANIADECORRIDA,influenciador,identidade exata de título e código revisada,True
MANTOVANI12,MANTOVANI12,MANTOVANI12,MANTOVANI12,18,MANTOVANI12,outro,identidade exata de título e código revisada,True
MARATONA DE PORTO ALEGRE 2026,MARATONAPOA15,MARATONA DE PORTO ALEGRE 2026,MARATONAPOA15,43,MARATONA DE PORTO ALEGRE 2026,evento_acao,identidade exata de título e código revisada,True
MARATONA DO PARANA,MIP12,Maratona do Paraná,MIP12,1,Maratona do Paraná,evento_acao,identidade exata de título e código revisada,True
MARCELOTEAM,MARCELOTEAM,MARCELOTEAM,MARCELOTEAM,17,Marcelo Team,comunidade,variante 100% ou nome operacional consolidado ao mesmo canal pelo nome/código base,True
MARCELOTEAM 100,MARCELOTEAM 100,MARCELOTEAM_100,MARCELOTEAM_100,1,Marcelo Team,comunidade,variante 100% ou nome operacional consolidado ao mesmo canal pelo nome/código base,True
MARINA DANTAS INFLU X CORTESIAS,MARIDANTAS,MARINA DANTAS (Influ x cortesias),MARIDANTAS,3,MARINA DANTAS,influenciador,identidade exata de título e código revisada,True
MARINA SOARES INFLUENCIADORA 5 DE CASHBACK,MARINA10,Marina Soares (Influenciadora - 5% de cashback),MARINA10,1,Marina Soares,influenciador,identidade exata de título e código revisada,True
MARISSA BORBA INFLUENCIADORA 10 5 DE CASHBACK,MARISSABORBA,Marissa Borba (Influenciadora 10% + 5% de cashback),MARISSABORBA,14,Marissa Borba,influenciador,identidade exata de título e código revisada,True
MELLPORTO INFLU X 10 CASHBACK,MELLPORTO,MELLPORTO (Influ x 10% cashback),MELLPORTO,71,MELLPORTO,influenciador,identidade exata de título e código revisada,True
MIF20 CAMPANHAS,MIF20,MIF20 (Campanhas),MIF20,124,MIF20,campanha,identidade exata de título e código revisada,True
MIF2026 21,1D61WZ8G,MIF2026_21,1D61WZ8G,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,2B99TI21,MIF2026_21,2B99TI21,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,2YZ5MUDR,MIF2026_21,2YZ5MUDR,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,3G6YE2ZU,MIF2026_21,3G6YE2ZU,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,3X3CJD7B,MIF2026_21,3X3CJD7B,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,4JWGB8BL,MIF2026_21,4JWGB8BL,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,4V5KGXZV,MIF2026_21,4V5KGXZV,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,5XV3C5CM,MIF2026_21,5XV3C5CM,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,62V1U74Z,MIF2026_21,62V1U74Z,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,6WYB9N66,MIF2026_21,6WYB9N66,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,83NRMX9B,MIF2026_21,83NRMX9B,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,8GUMW341,MIF2026_21,8GUMW341,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,8WR21EBH,MIF2026_21,8WR21EBH,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,9EXVTLXK,MIF2026_21,9EXVTLXK,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,9NHUESEL,MIF2026_21,9NHUESEL,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,A1RYJG3V,MIF2026_21,A1RYJG3V,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,A6NN6Z1N,MIF2026_21,A6NN6Z1N,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,AGNDPTAC,MIF2026_21,AGNDPTAC,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,AMK3AC86,MIF2026_21,AMK3AC86,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,B2JPC886,MIF2026_21,B2JPC886,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,BFQLKD4W,MIF2026_21,BFQLKD4W,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,BKMB7V1P,MIF2026_21,BKMB7V1P,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,C7GEYQ6Z,MIF2026_21,C7GEYQ6Z,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,CMDT33DG,MIF2026_21,CMDT33DG,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,D5IMUAZJ,MIF2026_21,D5IMUAZJ,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,DZLX9R2Q,MIF2026_21,DZLX9R2Q,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,EJI9W61K,MIF2026_21,EJI9W61K,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,ERCQL55U,MIF2026_21,ERCQL55U,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,F6CDM15V,MIF2026_21,F6CDM15V,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,FL9SSDCC,MIF2026_21,FL9SSDCC,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,FZFN1H82,MIF2026_21,FZFN1H82,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,G4EKJJYE,MIF2026_21,G4EKJJYE,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,GKBZNW6W,MIF2026_21,GKBZNW6W,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,HC2S2A9Z,MIF2026_21,HC2S2A9Z,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,HIE8KGZF,MIF2026_21,HIE8KGZF,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,HQ8PAF4P,MIF2026_21,HQ8PAF4P,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,I58BCB5Q,MIF2026_21,I58BCB5Q,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,IK5QGMC7,MIF2026_21,IK5QGMC7,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,J3AJ8UXA,MIF2026_21,J3AJ8UXA,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,JDVIT1EB,MIF2026_21,JDVIT1EB,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,JR2F3691,MIF2026_21,JR2F3691,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,K51242A2,MIF2026_21,K51242A2,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,L44A1L4L,MIF2026_21,L44A1L4L,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,M91ZM42E,MIF2026_21,M91ZM42E,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,MBRHIBD6,MIF2026_21,MBRHIBD6,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,MQXDSG9W,MIF2026_21,MQXDSG9W,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,MVU3DY6P,MIF2026_21,MVU3DY6P,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,N4W1TC9X,MIF2026_21,N4W1TC9X,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,NNZLNZ2F,MIF2026_21,NNZLNZ2F,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,PATQFU7Q,MIF2026_21,PATQFU7Q,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,PWMT6QC1,MIF2026_21,PWMT6QC1,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,Q8WXCE1A,MIF2026_21,Q8WXCE1A,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,QNTCGR8R,MIF2026_21,QNTCGR8R,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,QUQ2396K,MIF2026_21,QUQ2396K,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,RGJ5T4AV,MIF2026_21,RGJ5T4AV,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,S9PN456L,MIF2026_21,S9PN456L,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,SVISVZBW,MIF2026_21,SVISVZBW,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,T7RW1PZ6,MIF2026_21,T7RW1PZ6,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,TTLZRJ5F,MIF2026_21,TTLZRJ5F,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,U9IEWWCX,MIF2026_21,U9IEWWCX,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,UFF4IEAQ,MIF2026_21,UFF4IEAQ,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,V8KMTF6G,MIF2026_21,V8KMTF6G,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,VRN8N3YZ,MIF2026_21,VRN8N3YZ,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,WSGYGU4B,MIF2026_21,WSGYGU4B,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,XEB37P9L,MIF2026_21,XEB37P9L,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,YCDA4836,MIF2026_21,YCDA4836,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,YJ7RT77F,MIF2026_21,YJ7RT77F,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,YSAP9KAM,MIF2026_21,YSAP9KAM,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 21,ZY7EV37F,MIF2026_21,ZY7EV37F,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 42,131MS6CV,MIF2026_42,131MS6CV,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 42,86P9S98F,MIF2026_42,86P9S98F,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 42,99FSNGK7,MIF2026_42,99FSNGK7,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 42,DS7215HW,MIF2026_42,DS7215HW,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 42,EJXVDIK1,MIF2026_42,EJXVDIK1,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 42,KVVN18EG,MIF2026_42,KVVN18EG,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 42,MWPESYJS,MIF2026_42,MWPESYJS,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 42,UZC1S2FB,MIF2026_42,UZC1S2FB,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 42,VJ9DFGE6,MIF2026_42,VJ9DFGE6,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 42,XK2487JH,MIF2026_42,XK2487JH,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,11IN3W6Z,MIF2026_5K,11IN3W6Z,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,1B4LJI2N,MIF2026_5K,1B4LJI2N,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,1EPKB11P,MIF2026_5K,1EPKB11P,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,1KL9XJYI,MIF2026_5K,1KL9XJYI,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,1R11PV95,MIF2026_5K,1R11PV95,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
